v1,fips,cum_cases,cum_deaths,cases,deaths,date,state,week_case_diff,week_death_diff,week_case_growth,week_death_growth,day_case_diff,day_death_diff,day_case_growth,day_death_growth
4962,15,578,10,4,0,20apr2020,Hawaii,4.343805421853684,.6931471805599453,-.426879202611981,-.916290731874155,1.6094379124341,0,-.336472236621213,-.6931471805599453
1663,16,0,0,0,0,20feb2020,Idaho,0,0,0,0,0,0,0,0
1718,16,0,0,0,0,21feb2020,Idaho,0,0,0,0,0,0,0,0
1773,16,0,0,0,0,22feb2020,Idaho,0,0,0,0,0,0,0,0
1828,16,0,0,0,0,23feb2020,Idaho,0,0,0,0,0,0,0,0
1883,16,0,0,0,0,24feb2020,Idaho,0,0,0,0,0,0,0,0
1938,16,0,0,0,0,25feb2020,Idaho,0,0,0,0,0,0,0,0
1993,16,0,0,0,0,26feb2020,Idaho,0,0,0,0,0,0,0,0
2048,16,0,0,0,0,27feb2020,Idaho,0,0,0,0,0,0,0,0
2103,16,0,0,0,0,28feb2020,Idaho,0,0,0,0,0,0,0,0
2158,16,0,0,0,0,29feb2020,Idaho,0,0,0,0,0,0,0,0
2213,16,0,0,0,0,01mar2020,Idaho,0,0,0,0,0,0,0,0
2268,16,0,0,0,0,02mar2020,Idaho,0,0,0,0,0,0,0,0
2323,16,0,0,0,0,03mar2020,Idaho,0,0,0,0,0,0,0,0
2378,16,0,0,0,0,04mar2020,Idaho,0,0,0,0,0,0,0,0
2433,16,0,0,0,0,05mar2020,Idaho,0,0,0,0,0,0,0,0
2488,16,0,0,0,0,06mar2020,Idaho,0,0,0,0,0,0,0,0
2543,16,0,0,0,0,07mar2020,Idaho,0,0,0,0,0,0,0,0
2598,16,0,0,0,0,08mar2020,Idaho,0,0,0,0,0,0,0,0
2653,16,0,0,0,0,09mar2020,Idaho,0,0,0,0,0,0,0,0
2708,16,0,0,0,0,10mar2020,Idaho,0,0,0,0,0,0,0,0
2763,16,0,0,0,0,11mar2020,Idaho,0,0,0,0,0,0,0,0
2818,16,0,0,0,0,12mar2020,Idaho,0,0,0,0,0,0,0,0
2873,16,1,0,1,0,13mar2020,Idaho,.6931471805599453,0,.6931471805599453,0,.6931471805599453,0,.6931471805599453,0
2928,16,5,0,4,0,14mar2020,Idaho,1.791759469228055,0,1.791759469228055,0,1.6094379124341,0,.916290731874155,0
2983,16,5,0,0,0,15mar2020,Idaho,1.791759469228055,0,1.791759469228055,0,0,0,-1.6094379124341,0
3038,16,5,0,0,0,16mar2020,Idaho,1.791759469228055,0,1.791759469228055,0,0,0,0,0
3093,16,9,0,4,0,17mar2020,Idaho,2.302585092994046,0,2.302585092994046,0,1.6094379124341,0,1.6094379124341,0
3148,16,11,0,2,0,18mar2020,Idaho,2.484906649788,0,2.484906649788,0,1.09861228866811,0,-.5108256237659905,0
3203,16,23,0,12,0,19mar2020,Idaho,3.178053830347946,0,3.178053830347946,0,2.564949357461537,0,1.466337068793427,0
3258,16,31,0,8,0,20mar2020,Idaho,3.433987204485146,0,2.740840023925201,0,2.19722457733622,0,-.3677247801253172,0
3313,16,42,0,11,0,21mar2020,Idaho,3.637586159726386,0,1.845826690498331,0,2.484906649788,0,.2876820724517808,0
3368,16,47,0,5,0,22mar2020,Idaho,3.761200115693562,0,1.969440646465507,0,1.791759469228055,0,-.6931471805599454,0
3423,16,50,0,3,0,23mar2020,Idaho,3.828641396489095,0,2.03688192726104,0,1.386294361119891,0,-.4054651081081644,0
3478,16,73,0,23,0,24mar2020,Idaho,4.174387269895637,0,1.871802176901591,0,3.178053830347946,0,1.791759469228055,0
3533,16,123,0,50,0,25mar2020,Idaho,4.727387818712341,0,2.24248116892434,0,3.931825632724326,0,.75377180237638,0
3588,16,189,3,66,3,26mar2020,Idaho,5.117993812416755,1.386294361119891,1.93993998206881,1.386294361119891,4.204692619390966,1.386294361119891,.27286698666664,1.386294361119891
3643,16,232,4,43,1,27mar2020,Idaho,5.308267697401205,1.6094379124341,1.874280492916059,1.6094379124341,3.784189633918261,.6931471805599453,-.4205029854727047,-.6931471805599453
3698,16,262,5,30,1,28mar2020,Idaho,5.398162701517752,1.791759469228055,1.760576541791367,1.791759469228055,3.433987204485146,.6931471805599453,-.3502024294331147,0
3753,16,310,6,48,1,29mar2020,Idaho,5.575949103146316,1.945910149055313,1.814748987452754,1.945910149055313,3.891820298110626,.6931471805599453,.4578330936254802,0
3808,16,415,7,105,1,30mar2020,Idaho,5.902633333401366,2.079441541679836,2.073991936912271,2.079441541679836,4.663439094112067,.6931471805599453,.7716187960014405,0
3863,16,526,9,111,2,31mar2020,Idaho,6.118097198041348,2.302585092994046,1.943709928145712,2.302585092994046,4.718498871295094,1.09861228866811,.0550597771830272,.4054651081081645
3918,16,669,9,143,0,01apr2020,Idaho,6.304448802421981,2.302585092994046,1.57706098370964,2.302585092994046,4.969813299576001,0,.2513144282809066,-1.09861228866811
3973,16,891,9,222,0,02apr2020,Idaho,6.555356891810665,1.945910149055313,1.43736307939391,.5596157879354227,5.407171771460119,0,.4373584718841181,0
4028,16,1012,10,121,1,03apr2020,Idaho,6.660575149839686,1.945910149055313,1.352307452438481,.336472236621213,4.804021044733257,.6931471805599453,-.6031507267268621,.6931471805599453
4083,16,1076,10,64,0,04apr2020,Idaho,6.703188113240863,1.791759469228055,1.30502541172311,0,4.174387269895637,0,-.62963377483762,-.6931471805599453
4138,16,1100,10,24,0,05apr2020,Idaho,6.673297967767654,1.6094379124341,1.097348864621338,-.336472236621213,3.218875824868201,0,-.9555114450274362,0
4193,16,1170,13,70,3,06apr2020,Idaho,6.628041376179533,1.945910149055313,.7254080427781675,-.1335313926245225,4.262679877041315,1.386294361119891,1.043804052173115,1.386294361119891
4248,16,1210,15,40,2,07apr2020,Idaho,6.529418838262226,1.945910149055313,.4113216402208772,-.3566749439387327,3.713572066704308,1.09861228866811,-.5491078103370075,-.2876820724517808
4303,16,1232,19,22,4,08apr2020,Idaho,6.335054251498059,2.397895272798371,.0306054490760781,.0953101798043248,3.13549421592915,1.6094379124341,-.5780778507751583,.5108256237659905
4358,16,1366,24,134,5,09apr2020,Idaho,6.16541785423142,2.772588722239781,-.3899390375792446,.8266785731844679,4.90527477843843,1.791759469228055,1.76978056250928,.1823215567939547
4413,16,1425,25,59,1,10apr2020,Idaho,6.025865973825314,2.772588722239781,-.6347091760143719,.8266785731844679,4.0943445622221,.6931471805599453,-.8109302162163292,-1.09861228866811
4468,16,1438,27,13,2,11apr2020,Idaho,5.89440283426485,2.890371757896165,-.8087852789760124,1.09861228866811,2.639057329615258,1.09861228866811,-1.455287232606842,.4054651081081645
4523,16,1457,27,19,0,12apr2020,Idaho,5.8805329864007,2.890371757896165,-.7927649813669539,1.280933845462064,2.995732273553991,0,.3566749439387324,-1.09861228866811
4578,16,1499,33,42,6,13apr2020,Idaho,5.799092654460526,3.044522437723423,-.8289487217190077,1.09861228866811,3.761200115693562,1.945910149055313,.7654678421395715,1.945910149055313
4633,16,1538,39,39,6,14apr2020,Idaho,5.796057750765372,3.218875824868201,-.7333610874968537,1.272965675812887,3.688879454113936,1.945910149055313,-.0723206615796261,0
4688,16,1587,41,49,2,15apr2020,Idaho,5.87493073085203,3.13549421592915,-.4601235206460288,.737598943130779,3.912023005428146,1.09861228866811,.2231435513142097,-.8472978603872034
4743,16,1609,41,22,0,16apr2020,Idaho,5.497168225293202,2.890371757896165,-.6682496289382183,.1177830356563834,3.13549421592915,0,-.7765287894989963,-1.09861228866811
4798,16,1655,43,46,2,17apr2020,Idaho,5.442417710521793,2.94443897916644,-.583448263303521,.1718502569266591,3.850147601710058,1.09861228866811,.7146533857809088,1.09861228866811
4853,16,1668,44,13,1,18apr2020,Idaho,5.442417710521793,2.890371757896165,-.4519851237430572,0,2.639057329615258,.6931471805599453,-1.2110902720948,-.4054651081081645
4908,16,1672,45,4,1,19apr2020,Idaho,5.375278407684165,2.94443897916644,-.505254578716535,.0540672212702757,1.6094379124341,.6931471805599453,-1.029619417181158,0
4963,16,1736,48,64,3,20apr2020,Idaho,5.472270673671475,2.772588722239781,-.3268219807890507,-.2719337154836419,4.174387269895637,1.386294361119891,2.564949357461536,.6931471805599453
1664,17,2,0,0,0,20feb2020,Illinois,0,0,0,0,0,0,0,0
1719,17,2,0,0,0,21feb2020,Illinois,0,0,0,0,0,0,0,0
1774,17,2,0,0,0,22feb2020,Illinois,0,0,0,0,0,0,0,0
1829,17,2,0,0,0,23feb2020,Illinois,0,0,0,0,0,0,0,0
1884,17,2,0,0,0,24feb2020,Illinois,0,0,0,0,0,0,0,0
1939,17,2,0,0,0,25feb2020,Illinois,0,0,0,0,0,0,0,0
1994,17,2,0,0,0,26feb2020,Illinois,0,0,0,0,0,0,0,0
2049,17,2,0,0,0,27feb2020,Illinois,0,0,0,0,0,0,0,0
2104,17,2,0,0,0,28feb2020,Illinois,0,0,0,0,0,0,0,0
2159,17,3,0,1,0,29feb2020,Illinois,.6931471805599453,0,.6931471805599453,0,.6931471805599453,0,.6931471805599453,0
2214,17,3,0,0,0,01mar2020,Illinois,.6931471805599453,0,.6931471805599453,0,0,0,-.6931471805599453,0
2269,17,4,0,1,0,02mar2020,Illinois,1.09861228866811,0,1.09861228866811,0,.6931471805599453,0,.6931471805599453,0
2324,17,4,0,0,0,03mar2020,Illinois,1.09861228866811,0,1.09861228866811,0,0,0,-.6931471805599453,0
2379,17,4,0,0,0,04mar2020,Illinois,1.09861228866811,0,1.09861228866811,0,0,0,0,0
2434,17,5,0,1,0,05mar2020,Illinois,1.386294361119891,0,1.386294361119891,0,.6931471805599453,0,.6931471805599453,0
2489,17,6,0,1,0,06mar2020,Illinois,1.6094379124341,0,1.6094379124341,0,.6931471805599453,0,0,0
2544,17,6,0,0,0,07mar2020,Illinois,1.386294361119891,0,.6931471805599453,0,0,0,-.6931471805599453,0
2599,17,7,0,1,0,08mar2020,Illinois,1.6094379124341,0,.916290731874155,0,.6931471805599453,0,.6931471805599453,0
2654,17,11,0,4,0,09mar2020,Illinois,2.079441541679836,0,.980829253011726,0,1.6094379124341,0,.916290731874155,0
2709,17,19,0,8,0,10mar2020,Illinois,2.772588722239781,0,1.673976433571671,0,2.19722457733622,0,.5877866649021193,0
2764,17,25,0,6,0,11mar2020,Illinois,3.091042453358316,0,1.992430164690206,0,1.945910149055313,0,-.2513144282809063,0
2819,17,32,0,7,0,12mar2020,Illinois,3.332204510175204,0,1.945910149055313,0,2.079441541679836,0,.1335313926245225,0
2874,17,46,0,14,0,13mar2020,Illinois,3.713572066704308,0,2.104134154270207,0,2.70805020110221,0,.6286086594223743,0
2929,17,66,0,20,0,14mar2020,Illinois,4.110873864173311,0,2.724579503053421,0,3.044522437723423,0,.336472236621213,0
2984,17,94,0,28,0,15mar2020,Illinois,4.477336814478207,0,2.867898902044106,0,3.367295829986474,0,.3227733922630511,0
3039,17,104,0,10,0,16mar2020,Illinois,4.543294782270004,0,2.463853240590168,0,2.397895272798371,0,-.9694005571881035,0
3094,17,159,1,55,1,17mar2020,Illinois,4.948759890378168,.6931471805599453,2.176171168138387,.6931471805599453,4.02535169073515,.6931471805599453,1.627456417936779,.6931471805599453
3149,17,286,1,127,0,18mar2020,Illinois,5.568344503761097,.6931471805599453,2.477302050402781,.6931471805599453,4.852030263919617,0,.8266785731844672,-.6931471805599453
3204,17,420,4,134,3,19mar2020,Illinois,5.963579343618446,1.6094379124341,2.631374833443242,1.6094379124341,4.90527477843843,1.386294361119891,.0532445145188127,1.386294361119891
3259,17,583,5,163,1,20mar2020,Illinois,6.287858560161784,1.791759469228055,2.574286493457477,1.791759469228055,5.099866427824199,.6931471805599453,.1945916493857691,-.6931471805599453
3314,17,751,6,168,1,21mar2020,Illinois,6.530877627725885,1.945910149055313,2.420003763552574,1.945910149055313,5.129898714923073,.6931471805599453,.0300322870988747,0
3369,17,1047,9,296,3,22mar2020,Illinois,6.860663671448287,2.302585092994046,2.38332685697008,2.302585092994046,5.6937321388027,1.386294361119891,.5638334238796263,.6931471805599453
3424,17,1285,12,238,3,23mar2020,Illinois,7.074963197966044,2.564949357461537,2.53166841569604,2.564949357461537,5.476463551931511,1.386294361119891,-.2172685868711888,0
3479,17,1535,16,250,4,24mar2020,Illinois,7.227662498728654,2.772588722239781,2.278902608350486,2.079441541679836,5.525452939131783,1.6094379124341,.0489893872002725,.2231435513142097
3534,17,1874,21,339,5,25mar2020,Illinois,7.370860166536716,3.044522437723423,1.80251566277562,2.351375257163478,5.828945617610207,1.791759469228055,.303492678478424,.1823215567939547
3589,17,2538,26,664,5,26mar2020,Illinois,7.6586995582683,3.13549421592915,1.695120214649854,1.526056303495049,6.499787040655854,1.791759469228055,.6708414230456468,0
3644,17,3029,37,491,11,27mar2020,Illinois,7.802618063442671,3.49650756146648,1.514759503280887,1.704748092238425,6.198478716492308,2.484906649788,-.3013083241635464,.6931471805599454
3699,17,3547,50,518,13,28mar2020,Illinois,7.936302693201959,3.80666248977032,1.405425065476074,1.860752340715006,6.251903883165888,2.639057329615258,.0534251666735805,.1541506798272581
3754,17,4615,71,1068,21,29mar2020,Illinois,8.18004072349016,4.143134726391533,1.319377052041873,1.840549633397487,6.974478911025045,3.091042453358316,.7225750278591567,.4519851237430577
3809,17,5070,84,455,13,30mar2020,Illinois,8.239065331769268,4.290459441148391,1.164102133803224,1.725510083686854,6.122492809514386,2.639057329615258,-.8519861015106587,-.4519851237430577
3864,17,5992,107,922,23,31mar2020,Illinois,8.402455513945814,4.52178857704904,1.174793015217159,1.749199854809259,6.827629234502852,3.178053830347946,.7051364249884653,.5389965007326873
3919,17,6978,146,986,39,01apr2020,Illinois,8.537975730598767,4.836281906951478,1.16711556406205,1.791759469228055,6.894670039433482,3.688879454113936,.0670408049306301,.5108256237659905
3974,17,7695,165,717,19,02apr2020,Illinois,8.548304186441291,4.941642422609304,.8896046281729912,1.806148206680154,6.576469569048224,2.995732273553991,-.3182004703852579,-.6931471805599454
4029,17,8904,212,1209,47,03apr2020,Illinois,8.678631537293768,5.170483995038151,.8760134738510965,1.673976433571671,7.098375638590786,3.871201010907891,.5219060695425624,.8754687373539003
4084,17,10357,248,1453,36,04apr2020,Illinois,8.826294231241318,5.293304824724492,.889991538039359,1.486642334954173,7.282073658093465,3.610917912644224,.1836980195026783,-.2602830982636668
4139,17,11276,283,919,35,05apr2020,Illinois,8.804175018753625,5.361292165709425,.624134295263465,1.218157439317893,6.824373670043086,3.58351893845611,-.4576999880503783,-.0273989741881144
4194,17,12262,309,986,26,06apr2020,Illinois,8.880863609867356,5.420534999272286,.6417982780980882,1.130075558123895,6.894670039433482,3.295836866004329,.0702963693903955,-.2876820724517808
4249,17,13549,384,1287,75,07apr2020,Illinois,8.930361883909434,5.627621113690637,.5279063699636204,1.105832536641596,7.160845906664299,4.330733340286331,.2661758672308174,1.034896474282002
4304,17,15078,464,1529,80,08apr2020,Illinois,8.999742789830492,5.765191102784844,.4617670592317253,.9289091958333664,7.333023014386481,4.394449154672439,.1721771077221819,.0637158143861081
4359,17,16422,534,1344,70,09apr2020,Illinois,9.074291527512907,5.91350300563827,.525987341071616,.9718605830289659,7.20414929203594,4.262679877041315,-.1288737223505416,-.1317692776311237
4414,17,17887,607,1465,73,10apr2020,Illinois,9.10320049641828,5.981414211254481,.4245689591245121,.8109302162163292,7.290292882446597,4.30406509320417,.0861435904106571,.0413852161628547
4469,17,19180,682,1293,75,11apr2020,Illinois,9.085230560933338,6.075346031088684,.2589363296920197,.7820412063641919,7.165493475060845,4.330733340286331,-.1247994073857512,.0266682470821609
4524,17,20852,727,1672,45,12apr2020,Illinois,9.16711966952162,6.09807428216624,.3629446507679948,.7367821164568147,7.422373700986824,3.828641396489095,.2568802259259781,-.502091943797236
4579,17,22025,800,1173,73,13apr2020,Illinois,9.186457431512851,6.198478716492308,.3055938216454948,.7779437172200216,7.068172000388042,4.30406509320417,-.3542017005987814,.4754236967150751
4634,17,23247,878,1222,78,14apr2020,Illinois,9.179778066393542,6.20455776256869,.2494161824841079,.5769366488780534,7.109062135687172,4.369447852467021,.0408901352991302,.0653827592628513
4689,17,24593,958,1346,80,15apr2020,Illinois,9.160729871422848,6.20455776256869,.1609870815923564,.4393666597838459,7.205635176410364,4.394449154672439,.0965730407231913,.0250013022054176
4744,17,25734,1081,1141,123,16apr2020,Illinois,9.139166552521658,6.306275286948016,.0648750250087513,.3927722813097461,7.040536390215956,4.820281565605037,-.1650987861944078,.4258324109325979
4799,17,27575,1142,1841,61,17apr2020,Illinois,9.178746500385005,6.284134161070802,.0755460039667248,.3027199498163213,7.518607216815252,4.127134385045092,.4780708265992963,-.6931471805599454
4854,17,29160,1272,1585,130,18apr2020,Illinois,9.208438564686587,6.381816017406098,.1232080037532484,.3064699863174143,7.368970402194793,4.875197323201151,-.1496368146204592,.7480629381560595
4909,17,30357,1302,1197,30,19apr2020,Illinois,9.159678457173955,6.356107660695892,-.0074412123476648,.2580333785296514,7.088408778675395,3.433987204485146,-.2805616235193984,-1.441210118716005
4964,17,31508,1359,1151,57,20apr2020,Illinois,9.157361447185297,6.327936783729195,-.0290959843275544,.1294580672368868,7.049254841255837,4.060443010546419,-.0391539374195577,.6264558060612728
1665,18,0,0,0,0,20feb2020,Indiana,0,0,0,0,0,0,0,0
1720,18,0,0,0,0,21feb2020,Indiana,0,0,0,0,0,0,0,0
1775,18,0,0,0,0,22feb2020,Indiana,0,0,0,0,0,0,0,0
1830,18,0,0,0,0,23feb2020,Indiana,0,0,0,0,0,0,0,0
1885,18,0,0,0,0,24feb2020,Indiana,0,0,0,0,0,0,0,0
1940,18,0,0,0,0,25feb2020,Indiana,0,0,0,0,0,0,0,0
1995,18,0,0,0,0,26feb2020,Indiana,0,0,0,0,0,0,0,0
2050,18,0,0,0,0,27feb2020,Indiana,0,0,0,0,0,0,0,0
2105,18,0,0,0,0,28feb2020,Indiana,0,0,0,0,0,0,0,0
2160,18,0,0,0,0,29feb2020,Indiana,0,0,0,0,0,0,0,0
2215,18,0,0,0,0,01mar2020,Indiana,0,0,0,0,0,0,0,0
2270,18,0,0,0,0,02mar2020,Indiana,0,0,0,0,0,0,0,0
2325,18,0,0,0,0,03mar2020,Indiana,0,0,0,0,0,0,0,0
2380,18,0,0,0,0,04mar2020,Indiana,0,0,0,0,0,0,0,0
2435,18,0,0,0,0,05mar2020,Indiana,0,0,0,0,0,0,0,0
2490,18,1,0,1,0,06mar2020,Indiana,.6931471805599453,0,.6931471805599453,0,.6931471805599453,0,.6931471805599453,0
2545,18,1,0,0,0,07mar2020,Indiana,.6931471805599453,0,.6931471805599453,0,0,0,-.6931471805599453,0
2600,18,2,0,1,0,08mar2020,Indiana,1.09861228866811,0,1.09861228866811,0,.6931471805599453,0,.6931471805599453,0
2655,18,4,0,2,0,09mar2020,Indiana,1.6094379124341,0,1.6094379124341,0,1.09861228866811,0,.4054651081081645,0
2710,18,6,0,2,0,10mar2020,Indiana,1.945910149055313,0,1.945910149055313,0,1.09861228866811,0,0,0
2765,18,11,0,5,0,11mar2020,Indiana,2.484906649788,0,2.484906649788,0,1.791759469228055,0,.6931471805599452,0
2820,18,12,0,1,0,12mar2020,Indiana,2.564949357461537,0,2.564949357461537,0,.6931471805599453,0,-1.09861228866811,0
2875,18,12,0,0,0,13mar2020,Indiana,2.484906649788,0,1.791759469228055,0,0,0,-.6931471805599453,0
2930,18,15,0,3,0,14mar2020,Indiana,2.70805020110221,0,2.014903020542265,0,1.386294361119891,0,1.386294361119891,0
2985,18,19,0,4,0,15mar2020,Indiana,2.890371757896165,0,1.791759469228055,0,1.6094379124341,0,.2231435513142097,0
3040,18,24,1,5,1,16mar2020,Indiana,3.044522437723423,.6931471805599453,1.435084525289323,.6931471805599453,1.791759469228055,.6931471805599453,.1823215567939547,.6931471805599453
3095,18,30,2,6,1,17mar2020,Indiana,3.218875824868201,1.09861228866811,1.272965675812887,1.09861228866811,1.945910149055313,.6931471805599453,.1541506798272583,0
3150,18,39,2,9,0,18mar2020,Indiana,3.367295829986474,1.09861228866811,.8823891801984738,1.09861228866811,2.302585092994046,0,.3566749439387327,-.6931471805599453
3205,18,56,2,17,0,19mar2020,Indiana,3.80666248977032,1.09861228866811,1.241713132308783,1.09861228866811,2.890371757896165,0,.5877866649021186,0
3260,18,81,5,25,3,20mar2020,Indiana,4.248495242049359,1.791759469228055,1.763588592261359,1.791759469228055,3.258096538021482,1.386294361119891,.3677247801253176,1.386294361119891
3315,18,128,6,47,1,21mar2020,Indiana,4.736198448394496,1.945910149055313,2.028148247292286,1.945910149055313,3.871201010907891,.6931471805599453,.613104472886409,-.6931471805599453
3370,18,204,9,76,3,22mar2020,Indiana,5.225746673713202,2.302585092994046,2.335374915817037,2.302585092994046,4.343805421853684,1.386294361119891,.472604410945793,.6931471805599453
3425,18,264,12,60,3,23mar2020,Indiana,5.484796933490655,2.484906649788,2.440274495767232,1.791759469228055,4.110873864173311,1.386294361119891,-.2329315576803728,0
3480,18,371,17,107,5,24mar2020,Indiana,5.834810737062605,2.772588722239781,2.615934912194404,1.673976433571671,4.68213122712422,1.791759469228055,.5712573629509086,.4054651081081644
3535,18,484,19,113,2,25mar2020,Indiana,6.100318952020064,2.890371757896165,2.73302312203359,1.791759469228055,4.736198448394496,1.09861228866811,.0540672212702757,-.6931471805599452
3590,18,661,23,177,4,26mar2020,Indiana,6.406879986069314,3.091042453358316,2.600217496298995,1.992430164690206,5.181783550292085,1.6094379124341,.4455851018975894,.5108256237659905
3645,18,992,32,331,9,27mar2020,Indiana,6.815639990074331,3.332204510175204,2.567144748024972,1.540445040947149,5.805134968916488,2.302585092994046,.6233514186244031,.6931471805599456
3700,18,1239,38,247,6,28mar2020,Indiana,7.013915474810528,3.49650756146648,2.277717026416032,1.550597412411167,5.513428746164982,1.945910149055313,-.2917062227515057,-.3566749439387327
3755,18,1522,40,283,2,29mar2020,Indiana,7.184629152717315,3.465735902799727,1.958882479004113,1.163150809805681,5.648974238161206,1.09861228866811,.1355454919962238,-.8472978603872034
3810,18,1797,44,275,4,30mar2020,Indiana,7.335633981927201,3.49650756146648,1.850837048436547,1.01160091167848,5.62040086571715,1.6094379124341,-.0285733724440567,.5108256237659905
3865,18,2177,61,380,17,31mar2020,Indiana,7.499423290592229,3.80666248977032,1.664612553529624,1.034073767530538,5.942799375126701,2.890371757896165,.3223985094095516,1.280933845462064
3920,18,2578,80,401,19,01apr2020,Indiana,7.647308832356238,4.127134385045092,1.546989880336174,1.236762627148927,5.996452088619021,2.995732273553991,.0536527134923199,.1053605156578263
3975,18,3056,94,478,14,02apr2020,Indiana,7.78155595923534,4.276666119016055,1.374675973166026,1.185623665657739,6.171700597410915,2.70805020110221,.1752485087918938,-.2876820724517808
4030,18,3455,118,399,24,03apr2020,Indiana,7.80954132465341,4.465908118654584,.9939013345790793,1.13370360847938,5.991464547107982,3.218875824868201,-.1802360503029332,.5108256237659905
4085,18,3975,136,520,18,04apr2020,Indiana,7.914617709040679,4.59511985013459,.9007022342301516,1.09861228866811,6.255750041753367,2.94443897916644,.2642854946453852,-.2744368457017603
4140,18,4437,151,462,15,05apr2020,Indiana,7.977968093128549,4.718498871295094,.7933389404112345,1.252762968495368,6.137727054086234,2.772588722239781,-.1180229876671328,-.1718502569266591
4195,18,4986,171,549,20,06apr2020,Indiana,8.06777619577889,4.852030263919617,.7321422138516889,1.355522702453137,6.309918278226516,3.044522437723423,.1721912241402821,.2719337154836419
4250,18,5544,208,558,37,07apr2020,Indiana,8.122074375362217,4.997212273764115,.6226510847699886,1.190549783993795,6.326149473155099,3.637586159726386,.0162311949285829,.5930637220029626
4305,18,5986,246,442,38,08apr2020,Indiana,8.134174272137903,5.117993812416755,.4868654397816652,.9908594273716638,6.093569770045136,3.663561646129646,-.2325797031099635,.0259754864032606
4360,18,6400,295,414,49,09apr2020,Indiana,8.115221972562329,5.308267697401205,.3336660133269893,1.03160157838515,6.028278520230698,3.912023005428146,-.0652912498144378,.2484613592984997
4415,18,6960,353,560,58,10apr2020,Indiana,8.16223106548118,5.463831805025611,.3526897408277696,.9979236863710268,6.329720905522696,4.07753744390572,.3014423852919981,.1655144384775737
4470,18,7494,389,534,36,11apr2020,Indiana,8.166216268592143,5.537334267018537,.2515985595514634,.9422144168839468,6.282266746896006,3.610917912644224,-.0474541586266897,-.4666195312614954
4525,18,7990,405,496,16,12apr2020,Indiana,8.175829008714597,5.541263545158426,.1978609155860482,.8227646738633316,6.208590026096629,2.833213344056216,-.0736767207993774,-.7777045685880082
4580,18,8300,414,310,9,13apr2020,Indiana,8.106212902619962,5.497168225293202,.0384367068410718,.6451379613735853,5.739792912179234,2.302585092994046,-.468797113917395,-.5306282510621703
4635,18,8598,458,298,44,14apr2020,Indiana,8.024534871605695,5.525452939131783,-.0975395037565221,.5282406653676688,5.700443573390687,3.80666248977032,-.0393493387885471,1.504077396776274
4690,18,9030,511,432,53,15apr2020,Indiana,8.021256180143997,5.583496308781699,-.1129180919939063,.4655024963649437,6.07073772800249,3.988984046564275,.3702941546118028,.1823215567939549
4745,18,9619,554,589,43,16apr2020,Indiana,8.077136638538454,5.560681631015528,-.0380853340238758,.2524139336143225,6.380122536899765,3.784189633918261,.309384808897275,-.2047944126460135
4800,18,10235,599,616,45,17apr2020,Indiana,8.094378444972961,5.509388336627977,-.0678526205082193,.0455565316023669,6.424869023905388,3.828641396489095,.0447464870056233,.0444517625708341
4855,18,10730,633,495,34,18apr2020,Indiana,8.082402253926244,5.501258210544727,-.083814014665899,-.0360760564738092,6.206575926724928,3.555348061489414,-.2182930971804602,-.2732933349996816
4910,18,11301,652,571,19,19apr2020,Indiana,8.105307515505149,5.513428746164982,-.0705214932094478,-.0278347989934433,6.349138991379798,2.995732273553991,.1425630646548699,-.5596157879354227
4965,18,11784,666,483,14,20apr2020,Indiana,8.156223323194624,5.53338948872752,.0500104205746617,.0362212634343182,6.182084906716632,2.70805020110221,-.1670540846631656,-.2876820724517808
1666,19,0,0,0,0,20feb2020,Iowa,0,0,0,0,0,0,0,0
1721,19,0,0,0,0,21feb2020,Iowa,0,0,0,0,0,0,0,0
1776,19,0,0,0,0,22feb2020,Iowa,0,0,0,0,0,0,0,0
1831,19,0,0,0,0,23feb2020,Iowa,0,0,0,0,0,0,0,0
1886,19,0,0,0,0,24feb2020,Iowa,0,0,0,0,0,0,0,0
1941,19,0,0,0,0,25feb2020,Iowa,0,0,0,0,0,0,0,0
1996,19,0,0,0,0,26feb2020,Iowa,0,0,0,0,0,0,0,0
2051,19,0,0,0,0,27feb2020,Iowa,0,0,0,0,0,0,0,0
2106,19,0,0,0,0,28feb2020,Iowa,0,0,0,0,0,0,0,0
2161,19,0,0,0,0,29feb2020,Iowa,0,0,0,0,0,0,0,0
2216,19,0,0,0,0,01mar2020,Iowa,0,0,0,0,0,0,0,0
2271,19,0,0,0,0,02mar2020,Iowa,0,0,0,0,0,0,0,0
2326,19,0,0,0,0,03mar2020,Iowa,0,0,0,0,0,0,0,0
2381,19,0,0,0,0,04mar2020,Iowa,0,0,0,0,0,0,0,0
2436,19,0,0,0,0,05mar2020,Iowa,0,0,0,0,0,0,0,0
2491,19,0,0,0,0,06mar2020,Iowa,0,0,0,0,0,0,0,0
2546,19,0,0,0,0,07mar2020,Iowa,0,0,0,0,0,0,0,0
2601,19,3,0,3,0,08mar2020,Iowa,1.386294361119891,0,1.386294361119891,0,1.386294361119891,0,1.386294361119891,0
2656,19,8,0,5,0,09mar2020,Iowa,2.19722457733622,0,2.19722457733622,0,1.791759469228055,0,.4054651081081644,0
2711,19,13,0,5,0,10mar2020,Iowa,2.639057329615258,0,2.639057329615258,0,1.791759469228055,0,0,0
2766,19,14,0,1,0,11mar2020,Iowa,2.70805020110221,0,2.70805020110221,0,.6931471805599453,0,-1.09861228866811,0
